date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
03:04:47	1303/1303	---M-Z	200	added ('OK')	text/css	etag:%22517-67177ed1-34141a50c84f0cde;gz%22	https://validthemes.net/site-template/xorim/style.css	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/style.css	(from https://validthemes.net/site-template/xorim/)
03:04:47	60431/60431	---M--	200	added ('OK')	image/jpeg	etag:%22ec0f-67177ed1-a889f5a3174752ea;;;%22	https://validthemes.net/site-template/xorim/assets/img/shape/2.jpg	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/img/shape/2.jpg	(from https://validthemes.net/site-template/xorim/)
03:04:47	69584/69584	---M-Z	200	added ('OK')	text/html	etag:%2210fd0-67178025-173af01ec5d12f60;gz%22	https://validthemes.net/site-template/xorim/index.html	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/index-2.html	(from https://validthemes.net/site-template/xorim/)
03:04:48	6466/6466	---M--	200	added ('OK')	image/png	etag:%221942-67177ed1-1ed8207415fb1cc1;;;%22	https://validthemes.net/site-template/xorim/assets/img/logo.png	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/img/logo.png	(from https://validthemes.net/site-template/xorim/)
03:04:48	69794/69794	---M-Z	200	added ('OK')	text/html	etag:%22110a2-67177fe0-ae741dfe2e6b5808;gz%22	https://validthemes.net/site-template/xorim/index-dark.html	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/index-dark.html	(from https://validthemes.net/site-template/xorim/)
03:04:49	71199/71199	---M-Z	200	added ('OK')	text/html	etag:%221161f-67177ed1-8c10dc2a1d3dab48;gz%22	https://validthemes.net/site-template/xorim/index-side-menu.html	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/index-side-menu.html	(from https://validthemes.net/site-template/xorim/)
03:04:49	71220/71220	---M-Z	200	added ('OK')	text/html	etag:%2211634-67177ed1-bcf117920ef9d907;gz%22	https://validthemes.net/site-template/xorim/index-dark-side-menu.html	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/index-dark-side-menu.html	(from https://validthemes.net/site-template/xorim/)
03:04:49	15406/15406	---M-Z	200	added ('OK')	text/html	etag:%223c2e-67177ed1-d4a76a66288acb55;gz%22	https://validthemes.net/site-template/xorim/projects.html	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/projects.html	(from https://validthemes.net/site-template/xorim/)
03:04:50	1244/1244	---M--	200	added ('OK')	image/png	etag:%224dc-67177ed1-e87585835d9a578f;;;%22	https://validthemes.net/site-template/xorim/assets/img/icon/1.png	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/img/icon/1.png	(from https://validthemes.net/site-template/xorim/)
03:04:50	121069/121069	---M--	200	added ('OK')	image/png	etag:%221d8ed-67177ed1-39178aca63e2a711;;;%22	https://validthemes.net/site-template/xorim/assets/img/illustration/1.png	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/img/illustration/1.png	(from https://validthemes.net/site-template/xorim/)
03:04:50	1344/1344	---M--	200	added ('OK')	image/png	etag:%22540-67177ed1-68764e223335facf;;;%22	https://validthemes.net/site-template/xorim/assets/img/icon/2.png	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/img/icon/2.png	(from https://validthemes.net/site-template/xorim/)
03:04:50	26188/26188	---M-Z	200	added ('OK')	text/html	etag:%22664c-67177ed1-5c186e686b9d6789;gz%22	https://validthemes.net/site-template/xorim/services-details.html	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/services-details.html	(from https://validthemes.net/site-template/xorim/)
03:04:51	35612/35612	---M--	200	added ('OK')	image/jpeg	etag:%228b1c-67177ed1-c78396a6e1fb6fd2;;;%22	https://validthemes.net/site-template/xorim/assets/img/thumb/1.jpg	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/img/thumb/1.jpg	(from https://validthemes.net/site-template/xorim/)
03:04:51	748/748	---M--	200	added ('OK')	image/png	etag:%222ec-67177ed1-f44751a3bd52092d;;;%22	https://validthemes.net/site-template/xorim/assets/img/icon/3.png	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/img/icon/3.png	(from https://validthemes.net/site-template/xorim/)
03:04:51	34369/34369	---M--	200	added ('OK')	image/jpeg	etag:%228641-67177ed1-4d5e925682d40ebe;;;%22	https://validthemes.net/site-template/xorim/assets/img/thumb/2.jpg	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/img/thumb/2.jpg	(from https://validthemes.net/site-template/xorim/)
03:04:51	814/814	---M--	200	added ('OK')	image/png	etag:%2232e-67177ed1-1915cfbf2a7f703e;;;%22	https://validthemes.net/site-template/xorim/assets/img/icon/4.png	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/img/icon/4.png	(from https://validthemes.net/site-template/xorim/)
03:04:52	32530/32530	---M--	200	added ('OK')	image/jpeg	etag:%227f12-67177ed1-f2d66709fccc2b74;;;%22	https://validthemes.net/site-template/xorim/assets/img/thumb/3.jpg	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/img/thumb/3.jpg	(from https://validthemes.net/site-template/xorim/)
03:04:52	16058/16058	---M-Z	200	added ('OK')	text/html	etag:%223eba-67177ed1-33dcefe91e368295;gz%22	https://validthemes.net/site-template/xorim/contact.html	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/contact.html	(from https://validthemes.net/site-template/xorim/)
03:04:52	38214/38214	---M--	200	added ('OK')	image/jpeg	etag:%229546-67177ed1-d55f5559236409ee;;;%22	https://validthemes.net/site-template/xorim/assets/img/about/2.jpg	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/img/about/2.jpg	(from https://validthemes.net/site-template/xorim/)
03:04:52	45077/45077	---M--	200	added ('OK')	image/jpeg	etag:%22b015-67177ed1-144f91f719c47941;;;%22	https://validthemes.net/site-template/xorim/assets/img/about/1.jpg	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/img/about/1.jpg	(from https://validthemes.net/site-template/xorim/)
03:04:52	14281/14281	---M--	200	added ('OK')	image/png	etag:%2237c9-67177ed1-f64a8f36fbffd253;;;%22	https://validthemes.net/site-template/xorim/assets/img/shape/2.png	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/img/shape/2.png	(from https://validthemes.net/site-template/xorim/)
03:04:53	1317/1317	---M--	200	added ('OK')	image/png	etag:%22525-67177ed1-c7da0af60ae8e31b;;;%22	https://validthemes.net/site-template/xorim/assets/img/icon/5.png	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/img/icon/5.png	(from https://validthemes.net/site-template/xorim/)
03:04:53	1725/1725	---M--	200	added ('OK')	image/png	etag:%226bd-67177ed1-901dfaff62408296;;;%22	https://validthemes.net/site-template/xorim/assets/img/icon/6.png	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/img/icon/6.png	(from https://validthemes.net/site-template/xorim/)
03:04:53	7696/7696	---M--	200	added ('OK')	image/png	etag:%221e10-67177ed1-e0594ca59f76e841;;;%22	https://validthemes.net/site-template/xorim/assets/img/icon/7.png	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/img/icon/7.png	(from https://validthemes.net/site-template/xorim/)
03:04:53	1535/1535	---M--	200	added ('OK')	image/png	etag:%225ff-67177ed1-97a473e68370b9f3;;;%22	https://validthemes.net/site-template/xorim/assets/img/icon/8.png	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/img/icon/8.png	(from https://validthemes.net/site-template/xorim/)
03:04:54	1158/1158	---M--	200	added ('OK')	image/png	etag:%22486-67177ed1-6370155ab62a9ffb;;;%22	https://validthemes.net/site-template/xorim/assets/img/icon/9.png	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/img/icon/9.png	(from https://validthemes.net/site-template/xorim/)
03:04:54	2103/2103	---M--	200	added ('OK')	image/png	etag:%22837-67177ed1-40e802f74362773a;;;%22	https://validthemes.net/site-template/xorim/assets/img/icon/10.png	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/img/icon/10.png	(from https://validthemes.net/site-template/xorim/)
03:04:54	4633/4633	---M--	200	added ('OK')	image/png	etag:%221219-67177ed1-f7a78090cf1edfc6;;;%22	https://validthemes.net/site-template/xorim/assets/img/icon/11.png	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/img/icon/11.png	(from https://validthemes.net/site-template/xorim/)
03:04:55	9878/9878	---M--	200	added ('OK')	image/png	etag:%222696-67177ed1-b2760840f8a02dc6;;;%22	https://validthemes.net/site-template/xorim/assets/img/shape/6.png	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/img/shape/6.png	(from https://validthemes.net/site-template/xorim/)
03:04:55	2143/2143	---M--	200	added ('OK')	image/png	etag:%2285f-67177ed1-af92150790bf3252;;;%22	https://validthemes.net/site-template/xorim/assets/img/icon/12.png	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/img/icon/12.png	(from https://validthemes.net/site-template/xorim/)
03:04:55	2386/2386	---M--	200	added ('OK')	image/png	etag:%22952-67177ed1-5bb8c875415c9ea2;;;%22	https://validthemes.net/site-template/xorim/assets/img/icon/13.png	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/img/icon/13.png	(from https://validthemes.net/site-template/xorim/)
03:04:55	2671/2671	---M--	200	added ('OK')	image/png	etag:%22a6f-67177ed1-e83c9224b77e5e82;;;%22	https://validthemes.net/site-template/xorim/assets/img/icon/15.png	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/img/icon/15.png	(from https://validthemes.net/site-template/xorim/)
03:04:56	2200/2200	---M--	200	added ('OK')	image/png	etag:%22898-67177ed1-ab9a64940fb8dd51;;;%22	https://validthemes.net/site-template/xorim/assets/img/icon/14.png	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/img/icon/14.png	(from https://validthemes.net/site-template/xorim/)
03:04:56	64267/64267	---M--	200	added ('OK')	image/jpeg	etag:%22fb0b-67177ed1-76f672efd5092efe;;;%22	https://validthemes.net/site-template/xorim/assets/img/portfolio/1.jpg	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/img/portfolio/1.jpg	(from https://validthemes.net/site-template/xorim/)
03:04:56	21148/21148	---M-Z	200	added ('OK')	text/html	etag:%22529c-67177ed1-5b75e98204863999;gz%22	https://validthemes.net/site-template/xorim/project-details.html	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/project-details.html	(from https://validthemes.net/site-template/xorim/)
03:04:56	27318/27318	---M--	200	added ('OK')	image/jpeg	etag:%226ab6-67177ed1-bff346c31f3cba8d;;;%22	https://validthemes.net/site-template/xorim/assets/img/portfolio/2.jpg	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/img/portfolio/2.jpg	(from https://validthemes.net/site-template/xorim/)
03:04:57	47220/47220	---M--	200	added ('OK')	image/jpeg	etag:%22b874-67177ed1-fbdd3ed6b0012deb;;;%22	https://validthemes.net/site-template/xorim/assets/img/portfolio/3.jpg	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/img/portfolio/3.jpg	(from https://validthemes.net/site-template/xorim/)
03:04:57	65272/65272	---M--	200	added ('OK')	image/jpeg	etag:%22fef8-67177ed1-efcb92a9db2e741a;;;%22	https://validthemes.net/site-template/xorim/assets/img/portfolio/4.jpg	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/img/portfolio/4.jpg	(from https://validthemes.net/site-template/xorim/)
03:04:57	42924/42924	---M--	200	added ('OK')	image/jpeg	etag:%22a7ac-67177ed1-9fb44deb27bd1afe;;;%22	https://validthemes.net/site-template/xorim/assets/img/team/1.jpg	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/img/team/1.jpg	(from https://validthemes.net/site-template/xorim/)
03:04:57	44097/44097	---M--	200	added ('OK')	image/jpeg	etag:%22ac41-67177ed1-f1aac9d8cec01f4b;;;%22	https://validthemes.net/site-template/xorim/assets/img/team/2.jpg	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/img/team/2.jpg	(from https://validthemes.net/site-template/xorim/)
03:04:58	61852/61852	---M--	200	added ('OK')	image/jpeg	etag:%22f19c-67177ed1-1941ea03e69e065e;;;%22	https://validthemes.net/site-template/xorim/assets/img/team/3.jpg	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/img/team/3.jpg	(from https://validthemes.net/site-template/xorim/)
03:04:58	61603/61603	---M--	200	added ('OK')	image/png	etag:%22f0a3-67177ed1-d26f9e5b7d9cc6c5;;;%22	https://validthemes.net/site-template/xorim/assets/img/illustration/3.png	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/img/illustration/3.png	(from https://validthemes.net/site-template/xorim/)
03:04:58	936/936	---M--	200	added ('OK')	image/png	etag:%223a8-67177ed1-754520ceea4e06e9;;;%22	https://validthemes.net/site-template/xorim/assets/img/icon/17.png	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/img/icon/17.png	(from https://validthemes.net/site-template/xorim/)
03:04:58	56435/56435	---M--	200	added ('OK')	image/png	etag:%22dc73-67177ed1-501c4923b845aa0e;;;%22	https://validthemes.net/site-template/xorim/assets/img/illustration/4.png	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/img/illustration/4.png	(from https://validthemes.net/site-template/xorim/)
03:04:59	4999/4999	---M--	200	added ('OK')	image/png	etag:%221387-67177ed1-10047db61696a75f;;;%22	https://validthemes.net/site-template/xorim/assets/img/partner/6.png	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/img/partner/6.png	(from https://validthemes.net/site-template/xorim/)
03:04:59	2360/2360	---M--	200	added ('OK')	image/png	etag:%22938-67177ed1-68143d36af533224;;;%22	https://validthemes.net/site-template/xorim/assets/img/partner/7.png	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/img/partner/7.png	(from https://validthemes.net/site-template/xorim/)
03:04:59	2591/2591	---M--	200	added ('OK')	image/png	etag:%22a1f-67177ed1-9eff3e17493adcaf;;;%22	https://validthemes.net/site-template/xorim/assets/img/partner/1.png	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/img/partner/1.png	(from https://validthemes.net/site-template/xorim/)
03:04:59	2552/2552	---M--	200	added ('OK')	image/png	etag:%229f8-67177ed1-c0752ef7b9c60520;;;%22	https://validthemes.net/site-template/xorim/assets/img/partner/3.png	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/img/partner/3.png	(from https://validthemes.net/site-template/xorim/)
03:05:00	2551/2551	---M--	200	added ('OK')	image/png	etag:%229f7-67177ed1-ed8ac84cc02f9642;;;%22	https://validthemes.net/site-template/xorim/assets/img/partner/4.png	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/img/partner/4.png	(from https://validthemes.net/site-template/xorim/)
03:05:00	173/173	---M--	200	added ('OK')	image/png	etag:%22ad-67177ed1-fd4e0e9440df2d4f;;;%22	https://validthemes.net/site-template/xorim/assets/img/icon/arrow.png	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/img/icon/arrow.png	(from https://validthemes.net/site-template/xorim/)
03:05:00	48457/48457	---M--	200	added ('OK')	image/png	etag:%22bd49-67177ed1-96d5142fbc459f50;;;%22	https://validthemes.net/site-template/xorim/assets/img/shape/8.png	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/img/shape/8.png	(from https://validthemes.net/site-template/xorim/)
03:05:01	56118/56118	---M--	200	added ('OK')	image/png	etag:%22db36-67177ed1-2a2a8588e1bd7ed4;;;%22	https://validthemes.net/site-template/xorim/assets/img/illustration/5.png	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/img/illustration/5.png	(from https://validthemes.net/site-template/xorim/)
03:05:01	28673/28673	---M--	200	added ('OK')	image/jpeg	etag:%227001-67177ed1-e7d8f7da1f4fefa;;;%22	https://validthemes.net/site-template/xorim/assets/img/blog/1.jpg	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/img/blog/1.jpg	(from https://validthemes.net/site-template/xorim/)
03:05:01	34774/34774	---M-Z	200	added ('OK')	text/html	etag:%2287d6-67177ed1-56a26914b47cde4d;gz%22	https://validthemes.net/site-template/xorim/blog-single-with-sidebar.html	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/blog-single-with-sidebar.html	(from https://validthemes.net/site-template/xorim/)
03:05:01	29411/29411	---M--	200	added ('OK')	image/jpeg	etag:%2272e3-67177ed1-f27ba0ff1069bf66;;;%22	https://validthemes.net/site-template/xorim/assets/img/blog/4.jpg	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/img/blog/4.jpg	(from https://validthemes.net/site-template/xorim/)
03:05:02	51856/51856	---M--	200	added ('OK')	image/jpeg	etag:%22ca90-67177ed1-bc327b259e472dd1;;;%22	https://validthemes.net/site-template/xorim/assets/img/blog/3.jpg	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/img/blog/3.jpg	(from https://validthemes.net/site-template/xorim/)
03:05:02	89500/89500	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215d9c-67177ed1-3e284a42336f35f4;gz%22	https://validthemes.net/site-template/xorim/assets/js/jquery-3.6.0.min.js	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/js/jquery-3.6.0.min.js	(from https://validthemes.net/site-template/xorim/)
03:05:02	78129/78129	---M-Z	200	added ('OK')	application/x-javascript	etag:%2213131-67177ed1-da0571ea8576c7cc;gz%22	https://validthemes.net/site-template/xorim/assets/js/bootstrap.bundle.min.js	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/js/bootstrap.bundle.min.js	(from https://validthemes.net/site-template/xorim/)
03:05:02	4473/4473	---M-Z	200	added ('OK')	application/x-javascript	etag:%221179-67177ed1-ae284332c1e70ac5;gz%22	https://validthemes.net/site-template/xorim/assets/js/jquery.appear.js	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/js/jquery.appear.js	(from https://validthemes.net/site-template/xorim/)
03:05:03	5599/5599	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215df-67177ed1-21641b213d7654d1;gz%22	https://validthemes.net/site-template/xorim/assets/js/jquery.easing.min.js	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/js/jquery.easing.min.js	(from https://validthemes.net/site-template/xorim/)
03:05:03	138767/138767	---M-Z	200	added ('OK')	application/x-javascript	etag:%2221e0f-67177ed1-9f71d2e41900303d;gz%22	https://validthemes.net/site-template/xorim/assets/js/swiper-bundle.min.js	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/js/swiper-bundle.min.js	(from https://validthemes.net/site-template/xorim/)
03:05:03	462/462	---M-Z	200	added ('OK')	application/x-javascript	etag:%221ce-67177ed1-16d8c893fe42f77;gz%22	https://validthemes.net/site-template/xorim/assets/js/progress-bar.min.js	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/js/progress-bar.min.js	(from https://validthemes.net/site-template/xorim/)
03:05:03	8155/8155	---M-Z	200	added ('OK')	application/x-javascript	etag:%221fdb-67177ed1-9a3dca20e0d51504;gz%22	https://validthemes.net/site-template/xorim/assets/js/wow.min.js	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/js/wow.min.js	(from https://validthemes.net/site-template/xorim/)
03:05:04	35313/35313	---M-Z	200	added ('OK')	application/x-javascript	etag:%2289f1-67177ed1-8f23f9a83b77db09;gz%22	https://validthemes.net/site-template/xorim/assets/js/isotope.pkgd.min.js	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/js/isotope.pkgd.min.js	(from https://validthemes.net/site-template/xorim/)
03:05:04	5441/5441	---M-Z	200	added ('OK')	application/x-javascript	etag:%221541-67177ed1-3f571ffc9f8e5e76;gz%22	https://validthemes.net/site-template/xorim/assets/js/imagesloaded.pkgd.min.js	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/js/imagesloaded.pkgd.min.js	(from https://validthemes.net/site-template/xorim/)
03:05:04	20216/20216	---M-Z	200	added ('OK')	application/x-javascript	etag:%224ef8-67177ed1-ed96082f862ffedb;gz%22	https://validthemes.net/site-template/xorim/assets/js/magnific-popup.min.js	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/js/magnific-popup.min.js	(from https://validthemes.net/site-template/xorim/)
03:05:04	17548/17548	---M-Z	200	added ('OK')	application/x-javascript	etag:%22448c-67177ed1-32ef41ebaded77b7;gz%22	https://validthemes.net/site-template/xorim/assets/js/jquery.waypoints.js	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/js/jquery.waypoints.js	(from https://validthemes.net/site-template/xorim/)
03:05:05	2621/2621	---M-Z	200	added ('OK')	application/x-javascript	etag:%22a3d-67177ed1-a30208b919d9fe51;gz%22	https://validthemes.net/site-template/xorim/assets/js/count-to.js	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/js/count-to.js	(from https://validthemes.net/site-template/xorim/)
03:05:05	64021/64021	---M-Z	200	added ('OK')	application/x-javascript	etag:%22fa15-67177ed1-4749cd73d640ff57;gz%22	https://validthemes.net/site-template/xorim/assets/js/YTPlayer.min.js	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/js/YTPlayer.min.js	(from https://validthemes.net/site-template/xorim/)
03:05:05	29614/29614	---M-Z	200	added ('OK')	application/x-javascript	etag:%2273ae-67177ed1-e1ad98b4bb66c778;gz%22	https://validthemes.net/site-template/xorim/assets/js/validnavs.js	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/js/validnavs.js	(from https://validthemes.net/site-template/xorim/)
03:05:06	71166/71166	---M-Z	200	added ('OK')	application/x-javascript	etag:%22115fe-67177ed1-2dd80e304264dd40;gz%22	https://validthemes.net/site-template/xorim/assets/js/gsap.js	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/js/gsap.js	(from https://validthemes.net/site-template/xorim/)
03:05:06	40790/40790	---M-Z	200	added ('OK')	application/x-javascript	etag:%229f56-67177ed1-85dfed9bc3103c20;gz%22	https://validthemes.net/site-template/xorim/assets/js/ScrollTrigger.min.js	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/js/ScrollTrigger.min.js	(from https://validthemes.net/site-template/xorim/)
03:05:06	2735/2735	---M-Z	200	added ('OK')	application/x-javascript	etag:%22aaf-67177ed1-c38ea9ac1a774a67;gz%22	https://validthemes.net/site-template/xorim/assets/js/typed.js	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/js/typed.js	(from https://validthemes.net/site-template/xorim/)
03:05:06	10078/10078	---M-Z	200	added ('OK')	application/x-javascript	etag:%22275e-67177ed1-35f6d1779139cae9;gz%22	https://validthemes.net/site-template/xorim/assets/js/main.js	C:/Users/hp/Downloads/portfolio1/validthemes.net/site-template/xorim/assets/js/main.js	(from https://validthemes.net/site-template/xorim/)
